"ID","Rating","Text","Review Likes","Date","User"
"11","5","Very good campus","0","5 years ago","{
  ""name"": ""Joaquín Guzmán"",
  ""link"": ""https://www.google.com/maps/contrib/111696152515330314204?hl=en"",
  ""contributor_id"": ""111696152515330314204"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXWtIfn68_m9wBnVr8pb5aAN0qQsWzTSIUqgf2BNL-7yfb2vb9c=s120-c-rp-mo-ba3-br100"",
  ""local_guide"": true,
  ""reviews"": 60,
  ""photos"": 86
}"
"12","5","Nice campuss","0","2 years ago","{
  ""name"": ""I Nengah Winiarta"",
  ""link"": ""https://www.google.com/maps/contrib/100037743109188170704?hl=en"",
  ""contributor_id"": ""100037743109188170704"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXNP0z5duL3GtzlZxcP5h1e4sybmxHhfd0X1L1ogpUdnWzlIBkS=s120-c-rp-mo-ba2-br100"",
  ""local_guide"": true,
  ""reviews"": 23,
  ""photos"": 1
}"
"13","5","great campus","0","2 years ago","{
  ""name"": ""aldy adhistya"",
  ""link"": ""https://www.google.com/maps/contrib/109788657670482470431?hl=en"",
  ""contributor_id"": ""109788657670482470431"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjU2CkoqkhwDINWNXfDSrLLPfXAKf1lWZOFg1TFyx6buO5einLb-=s120-c-rp-mo-ba2-br100"",
  ""local_guide"": true,
  ""reviews"": 10,
  ""photos"": 10
}"
"14","5","Luv it!","0","7 years ago","{
  ""name"": ""Putu Agus Prabatama"",
  ""link"": ""https://www.google.com/maps/contrib/111917525399285014017?hl=en"",
  ""contributor_id"": ""111917525399285014017"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUMTRADLASEsU3PecHsVJ2I7jUBNCFPPTV6mGc-mvSKdIhTY--5=s120-c-rp-mo-ba4-br100"",
  ""local_guide"": true,
  ""reviews"": 73,
  ""photos"": 59
}"
"15","5","Good","0","3 years ago","{
  ""name"": ""tony saputra"",
  ""link"": ""https://www.google.com/maps/contrib/109351960188766398025?hl=en"",
  ""contributor_id"": ""109351960188766398025"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocKvNrHGinBKaQWUbJF5XRvl4JHxw2vb7vM_cMqrO1pk3_Nk6g=s120-c-rp-mo-br100"",
  ""local_guide"": true,
  ""reviews"": 7,
  ""photos"": 7
}"
"16","4","College for studying IT,","1","8 years ago","{
  ""name"": ""Jazmi Basith"",
  ""link"": ""https://www.google.com/maps/contrib/105420035059602840580?hl=en"",
  ""contributor_id"": ""105420035059602840580"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUTavxkI518e4AywMfDKRQ98KluqoGT9Jx55ZUiNSeesqt0VvAW=s120-c-rp-mo-ba5-br100"",
  ""local_guide"": true,
  ""reviews"": 102,
  ""photos"": 210
}"
"17","1","Why","0","5 years ago","{
  ""name"": ""Kadek Ari Wijaya 1056"",
  ""link"": ""https://www.google.com/maps/contrib/108691920193602958475?hl=en"",
  ""contributor_id"": ""108691920193602958475"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVzTKGS7Wyi0piIhSGHWcVO3z4tirwUpTVea1cjW-wI5pwMOh5M=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"18","5","Compton was here","0","7 years ago","{
  ""name"": ""ELON MONTANA"",
  ""link"": ""https://www.google.com/maps/contrib/117935414440379604909?hl=en"",
  ""contributor_id"": ""117935414440379604909"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVojvYAuAHOGniYe2jr2rH7ePt8LTgxoIqhAcxc88j3dYntJQA=s120-c-rp-mo-ba2-br100"",
  ""local_guide"": true,
  ""reviews"": 6,
  ""photos"": 8
}"
"19","5","god","0","7 years ago","{
  ""name"": ""R Y"",
  ""link"": ""https://www.google.com/maps/contrib/108086753309751459637?hl=en"",
  ""contributor_id"": ""108086753309751459637"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocJkPEtlLNk8C5Yo7zuWmSoWUBlBsHT2oqcWMhJKtVYciGf-cw=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"20","5","INSTIKI the best!","0","a year ago","{
  ""name"": ""Clarita Mutiara Saiman"",
  ""link"": ""https://www.google.com/maps/contrib/107490009031475331669?hl=en"",
  ""contributor_id"": ""107490009031475331669"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXrk68JVpwLDVHFhDpqhAA7IiK6l1oInHf00zaBYz_jsXrBMOLT=s120-c-rp-mo-br100"",
  ""reviews"": 4,
  ""photos"": 0
}"
"21","1","Joke campus","5","5 years ago","{
  ""name"": ""Baruna Sanjaya"",
  ""link"": ""https://www.google.com/maps/contrib/117440914650166228597?hl=en"",
  ""contributor_id"": ""117440914650166228597"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVlGW0z8gF8i0cuZqj0xVhDA5YTgs6hIP7PLmmSW69K8nUZnyDW=s120-c-rp-mo-ba4-br100"",
  ""local_guide"": true,
  ""reviews"": 176,
  ""photos"": 3
}"
"22","5","Study for the future","0","5 years ago","{
  ""name"": ""Aditya Marta Putra"",
  ""link"": ""https://www.google.com/maps/contrib/112101643744316846516?hl=en"",
  ""contributor_id"": ""112101643744316846516"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXfYwIfzuu-iaFRJbdM6vIHkAIPiIii8M-YFCSV_Anql3gUTPw2=s120-c-rp-mo-ba2-br100"",
  ""local_guide"": true,
  ""reviews"": 25,
  ""photos"": 13
}"
"23","5","My campus","1","7 years ago","{
  ""name"": ""niki arijaya"",
  ""link"": ""https://www.google.com/maps/contrib/110171279265861477042?hl=en"",
  ""contributor_id"": ""110171279265861477042"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjWguHc98tL7AvtZErZAgx9-DJtHvmAAtmUueYcBaqGKwnqvTavD=s120-c-rp-mo-ba2-br100"",
  ""local_guide"": true,
  ""reviews"": 4,
  ""photos"": 5
}"
"24","5","Luv it","0","6 years ago","{
  ""name"": ""Rosemini Ismael"",
  ""link"": ""https://www.google.com/maps/contrib/103533491284392609226?hl=en"",
  ""contributor_id"": ""103533491284392609226"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocKqVsnpAg2ib4mDB1UQTFV-_3VHVkVg6FG7lvikwDatqHQ5zw=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 0
}"
"25","1","Set your example as a student by not playing music loudly during events on campus... The distance of the house is more than 100 meters, there is a thump of bass, which greatly disturbs the comfort of people resting","1","2 weeks ago","{
  ""name"": ""indra lesmana"",
  ""link"": ""https://www.google.com/maps/contrib/109998677843509718032?hl=en"",
  ""contributor_id"": ""109998677843509718032"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjW8PSW2mcr2N5m4st4GypD4NSxMpciChAyyvdgIMNK3BS9FfiChfw=s120-c-rp-mo-ba3-br100"",
  ""local_guide"": true,
  ""reviews"": 82,
  ""photos"": 8
}"
"26","1","The campus is good,,, but every time I can finish on Friday,,,, the lecture time is cmn for a while, automatically I who is Islamic cmn get a little material,,, knp is waiting when worshiping on Friday,,, right Islamic kasian,, cmn gets a little material from the lecturer,,,,,SDH submits even still can't,,, worse,,,,, please tolerate yyyyy,,, my college course grades are finally B,,,,,  Because CMN gets a little material,,,,this is a small problem,,, but if it is stacked it becomes a big problem","0","a month ago","{
  ""name"": ""Ysss Ssk"",
  ""link"": ""https://www.google.com/maps/contrib/103476112670740200341?hl=en"",
  ""contributor_id"": ""103476112670740200341"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXtB4dVEwQHy11G-ZA-7miJhWaHx0NKEVcfB0SKCVL8C1cJ-xs=s120-c-rp-mo-br100"",
  ""local_guide"": true,
  ""reviews"": 2,
  ""photos"": 0
}"
"27","5","Want to study IT?, just instiki udah....  A very memorable experience for me, being able to go to the best IT campus... At that time, I got experience participating in web competitions, parasict_instiki. The first time I came, I was already fascinated, the best campus, the most comfortable, the lecturers and students are friendly"" & the facilities are really good. Happy to meet great people, thank you for the experience, sense of family, and sharing knowledge","3","11 months ago","{
  ""name"": ""55Gusti Agung Mirah"",
  ""link"": ""https://www.google.com/maps/contrib/108467109368240702291?hl=en"",
  ""contributor_id"": ""108467109368240702291"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUecZIvqJ_FRQYeAUt1OfUBnn2xigmyDrZDenk9rBUUeWPvGkjI=s120-c-rp-mo-ba4-br100"",
  ""local_guide"": true,
  ""reviews"": 70,
  ""photos"": 25
}"
"28","5","The campus is comfortable, a beautiful place besides that the most makes the lecturers feel at home young, handsome and beautiful and also friendly and very friendly with students. The stiki campus is also a very instagrammable campus for those who like to study but can't be far from the insta story, yes, the stiki campus is the  place","3","2 years ago","{
  ""name"": ""Rosa"",
  ""link"": ""https://www.google.com/maps/contrib/107099996640702336968?hl=en"",
  ""contributor_id"": ""107099996640702336968"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVwwyg781fQ5sPZeRzok1eW-aRZrs0Rn60Q_sZyr4efgU9OmDHg=s120-c-rp-mo-br100"",
  ""reviews"": 9,
  ""photos"": 13
}"
"29","5","Hello everyone, Here I will tell you a little experience while being an active student at STIKI INDONESIA Campus.  The facilities available at the Stiki campus are very adequate for students and lecturers in the teaching and learning process accompanied by practicum rooms and classes that are very comfortable for learning.  Coupled with lecturers who are friendly in teaching so they don't feel afraid or nervous and friends in the class who are very cool so they don't feel bored. As well as a very interesting environment and in the area of very large buildings. Not only the falitas or the environment but various organizations and SMEs are very interesting so that every Mahasisa can show the potential that exists in themselves to be trained. But after the pandemic from the past year, it has not discouraged us from learning even though it is online. praise God now I am in semester 6 and have passed practical work. Hopefully STIKI INDONESIA Campus will be more advanced along with the times. And hopefully j...","10","2 years ago","{
  ""name"": ""3505 Ansgaria Febrianisa Aban"",
  ""link"": ""https://www.google.com/maps/contrib/112486888406697625499?hl=en"",
  ""contributor_id"": ""112486888406697625499"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXa8akYDuuMGvr-RaujQfoITM6xd5iQUsQDsBdIIYunoeaeVSw=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 1
}"
"30","5","Very recommended campus.. those who want to go to college can... Those who want to study while working can also be very friendly lecturers and the campus atmosphere also makes you feel at home with the motto ""Being and Giving"" so proud to be able to join this campus to continue to succeed in your beloved STIKI Indonesiahhhh","1","2 years ago","{
  ""name"": ""Made Riskayani"",
  ""link"": ""https://www.google.com/maps/contrib/100712726942580880637?hl=en"",
  ""contributor_id"": ""100712726942580880637"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjV0XBZU45x2PcHilh_DuyPvmhT-r1QNI_LczU_htoQA1Y331k91=s120-c-rp-mo-br100"",
  ""reviews"": 2,
  ""photos"": 3
}"
"31","5","Studying on this campus will be the right and best choice if the students themselves and play an active role on campus and are responsible for their choices. Don't waste the facilities that have been given from campus. If there is a competition / scholarship / seminar / whatever opportunity, just take it. It's really a lot like that. Anyway, studying here don't just study and go home, STIKI Indonesia is as interesting as that to explore! Join the activities, participate in the competition, get to know as many people as new friends. Thank you for your experience and MyCampus experience","3","2 years ago","{
  ""name"": ""U_l9lO3358_Rosi Astari Ningsih"",
  ""link"": ""https://www.google.com/maps/contrib/117889107944571702196?hl=en"",
  ""contributor_id"": ""117889107944571702196"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjV3smQVGgrwLkjFjY88HAZxPBJMYPUGOR_2c47OrbJXhlNo75ThAw=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 1
}"
"32","5","I am a student of Stiki Indonesia, very proud to be able to continue studying at Stiki IT campus which is popular in Bali. This very comfortable campus has complete facilities such as WiFi, air conditioning in every room, Lab used for practice. And the lecturers there are also fun and exciting. The average lecturer there is still young, so it is not tense during the lecture process. and for those who like sports and playing games, at Stiki there are also UKM Esport, Gym and many others. Lecture?? At STIKI, just...","5","2 years ago","{
  ""name"": ""I Kadek Ari Arya Maheswara"",
  ""link"": ""https://www.google.com/maps/contrib/116942566331435668807?hl=en"",
  ""contributor_id"": ""116942566331435668807"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXrXXucecSzVtb7HhW9TLYLg7zLmpbPazVUj8U_lEAtzXp0ZUfh=s120-c-rp-mo-br100"",
  ""reviews"": 2,
  ""photos"": 2
}"
"33","5","It's really a lot, anyway, studying here don't just study and go home, UI is that interesting to explore! Join the activities, participate in the competition, get to know as many people to become new friends, the campus environment is really good and beautiful because there are still many trees, I don't regret being part of this campus, because the environment makes me motivated to always work hard and not give up quickly. This campus not only teaches material according to majors but teaches ethics and character so that students are able to compete, seek many more connections and relationships, feel the vast campus life, and get excellent facilities.","2","2 years ago","{
  ""name"": ""Helminda Bulu _"",
  ""link"": ""https://www.google.com/maps/contrib/104501134602282259766?hl=en"",
  ""contributor_id"": ""104501134602282259766"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjUo1qMfdUd6a_t25a5q8eW1K_Yof7dpDRTtaitcFq_dRZv0kmu2=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 3
}"
"34","5","It's cool to study at the INSTIKI IDONESIA campus, the Best IT campus in Bali, the millennial campus, from the building, you have seen the millennial campus, the facilities are cool, besides being able to learn, here also the UKM is cool, especially almost all the lecturers are young and the lecturers are cool to learn, it's really cool, it's really cool to study at INSTIKI, especially before Covid-19 when my batch entered 2019, the PKKMB was exciting, especially when it was 2 days before the closure in GOR behh rame really cool the activities are also good2. Pokonya for those who love the IT campus, INSTIKI Indonesia is highly recommended","1","2 years ago","{
  ""name"": ""Emiliana Odang"",
  ""link"": ""https://www.google.com/maps/contrib/111478848080085673007?hl=en"",
  ""contributor_id"": ""111478848080085673007"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVJNfaKQjzyDTbTerrb-UbTixL9fwUZt9rIFyZNkxZaOoeeAgb6=s120-c-rp-mo-br100"",
  ""reviews"": 2,
  ""photos"": 3
}"
"35","5","STIKI Indonesia huhh is very exerted in my heart, suitable to say millennial campus. STIKI Indonesia is a very popular campus in Bali but since February 2022 it has changed to a campus called INSTIKI, which has 4 kinds of study programs. The learning atmosphere at STIKI Indonesia with lecturers who are certainly very qualified and very up to date with the times so that they can follow the flow of their students. In addition, the facilities here are also very completepppp. What makes you wonder is that the facilities here are not only about learning activities to catch up. Here there is also a GYM facility that can be used by all INSTIKI residents. Sometimes if we are bored with teaching and learning activities, we can refresh on the Rooftop while Sunsetan... Receive a salary","0","2 years ago","{
  ""name"": ""Ni Luh Ayu Risa Wibiyanti 20I0324I"",
  ""link"": ""https://www.google.com/maps/contrib/117613257435374767473?hl=en"",
  ""contributor_id"": ""117613257435374767473"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a/ACg8ocI4LhezQBejXiXbazT6zx5t-rE7-XLe7R4KVF8jmDvIVL9ZACU9=s120-c-rp-mo-br100"",
  ""reviews"": 4,
  ""photos"": 1
}"
"36","5","technology campus with B accreditation, with various existing study programs and lecturers who are experienced in their fields teaching very well.and a rotating room that can be used by students. and many computer lab rooms that can be used","1","6 years ago","{
  ""name"": ""Rohim ArtWork"",
  ""link"": ""https://www.google.com/maps/contrib/104027469068993622191?hl=en"",
  ""contributor_id"": ""104027469068993622191"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXodhOA-Xj7redje1iiYmYBNvSMSz0p_gGbFtuxt6sH7XKLVjkE=s120-c-rp-mo-ba3-br100"",
  ""local_guide"": true,
  ""reviews"": 73,
  ""photos"": 37
}"
"37","5","STIKI Indonesia campus currently seems to be growing rapidly amid the rampant COVID-19 pandemic, very understanding of the current needs of students, especially for fellow students. Surely later after covid-19 is over, we will know for ourselves how our super-super campus facilities meet academic and non-academic needs, especially for students on the covid-19 route","2","2 years ago","{
  ""name"": ""Fikri Surya pratama 3279"",
  ""link"": ""https://www.google.com/maps/contrib/103123267504965145671?hl=en"",
  ""contributor_id"": ""103123267504965145671"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXyeQpcrHVa6b_XlDCRYNfLFVwsgnGQ5dBJ1uz3vJcxd7NYLLce=s120-c-rp-mo-br100"",
  ""reviews"": 2,
  ""photos"": 3
}"
"38","5","Very nice IT campus in bali. Learning, practicum and how to do business are on this campus. And of course everything is IT-based.","0","2 years ago","{
  ""name"": ""I7I02I39- Gede Ekki Febrayana"",
  ""link"": ""https://www.google.com/maps/contrib/106568971019754875915?hl=en"",
  ""contributor_id"": ""106568971019754875915"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjU1j2UTvR49RODUwl33IMIzoKHu_MLNHRXj_fqo5Cb836MOqCKr=s120-c-rp-mo-br100"",
  ""local_guide"": true,
  ""reviews"": 2,
  ""photos"": 2
}"
"39","5","STIKI Indonesia is an amazing campus. STIKI Indonesia not only provides the knowledge needed by students, but directs us to hone our organizational skills and develop our potential. One of the most memorable of my experiences as a student and member of the association was when I was involved as a committee in various events held by STIKI or ormawa at STIKI. Being able to study at STIKI Indonesia has been a valuable, fun, and proud experience for me. Hopefully STIKI Indonesia will be more advanced to improve quality in equipping prospective creative workers to excel in the IT field.","3","2 years ago","{
  ""name"": ""Martinus Na"",
  ""link"": ""https://www.google.com/maps/contrib/111520045142165788180?hl=en"",
  ""contributor_id"": ""111520045142165788180"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXVqUALyXjDLa-Q9qUiUuO_GORThPEN2u65_qAPM1bSBbN_i4BG=s120-c-rp-mo-br100"",
  ""reviews"": 4,
  ""photos"": 1
}"
"40","5","Not much said, STIKI Indonesia campus Best of the best  Jaya is always my Alma Mater","0","2 years ago","{
  ""name"": ""Uchi Letek"",
  ""link"": ""https://www.google.com/maps/contrib/111797246349472977935?hl=en"",
  ""contributor_id"": ""111797246349472977935"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjWuMCeRL5_mXnNG5l6fFmacdswLvyXG6caKOZyk0tSKDRBeLO5i=s120-c-rp-mo-br100"",
  ""reviews"": 2,
  ""photos"": 2
}"
"41","5","Great for continuing study programs, from friendly and melineal lecturers, supportive facilities suitable for developing interests and talents","0","2 years ago","{
  ""name"": ""I komang endy pratama 18104123"",
  ""link"": ""https://www.google.com/maps/contrib/113165942926090145543?hl=en"",
  ""contributor_id"": ""113165942926090145543"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjXrpfATtdXgwUHm4gcF4tR6Op9K7XZw2Wu5z20j0G20nMltqwjR=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 1
}"
"42","4","One of the best informatics engineering campuses in Denpasar. The facilities on campus are pretty good, in addition to the facilities are pretty good, the cost on the INSTIKI campus is not too expensive and every semester students will take part in the KRS installment program. In addition, the INSTIKI campus has many Student Activity Units which always hold events / events that are quite exciting. The overall of the INSTIKI campus is very good, my suggestion is one: Please the Wi-Fi network on campus can be expanded so that every student can enjoy the Wi-Fi on the INSTIKI campus.","0","a year ago","{
  ""name"": ""hansen “Hansen” wiryaatmaja 4173"",
  ""link"": ""https://www.google.com/maps/contrib/117483261289120625293?hl=en"",
  ""contributor_id"": ""117483261289120625293"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVSzg71ay9Qpu6cJiecAexctDK9JINr0d4kZFgM2EgB0Ktdo-1l=s120-c-rp-mo-br100"",
  ""reviews"": 6,
  ""photos"": 0
}"
"43","5","Very safe and comfortable modern campus. The IT campus that I personally think really facilitates its students and female students. The study time is also flexible and we ourselves decide when to go to college. Morning lectures are okay, evening lectures for those who work are okay. The lecturers are also very friendly, especially the honorable Mr. Rector. As long as we want to study seriously"", the lecturer is always ready to be bothered. That's right, STIKI INDONESIA CAMPUS is its name. I am proud to be a graduate of STIKI. Dear greetings to STIKI lecturers, may it always be under God's protection. ","0","2 years ago","{
  ""name"": ""Rina Hastuti"",
  ""link"": ""https://www.google.com/maps/contrib/107336827471573793891?hl=en"",
  ""contributor_id"": ""107336827471573793891"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVxoIoH8oXNYFpM5ZLxJO11s9hWXhALiQUY7E69Cq6Wfx55UrhA=s120-c-rp-mo-br100"",
  ""reviews"": 1,
  ""photos"": 1
}"
"44","5","Suddenly miss the campus, even though I am not good at academics but during college here I was given the opportunity to become the Lead of a UKM from there I learned a lot and until now can be accepted in one of the big companies because of the lessons and community on campus. Inget, yes, college is not just pursuing predicates or grades, but the science of socializing and communication. If you can, all that is good.","0","a year ago","{
  ""name"": ""Dili Antini"",
  ""link"": ""https://www.google.com/maps/contrib/115202473585643953893?hl=en"",
  ""contributor_id"": ""115202473585643953893"",
  ""thumbnail"": ""https://lh3.googleusercontent.com/a-/ALV-UjVNTaaTkRotwKBIIdWFUzCYOWPGvxkjXyUQooWw1S1IbEF-Pgur-w=s120-c-rp-mo-br100"",
  ""reviews"": 3,
  ""photos"": 3
}"
